Abbr,Department,Agency/body,Agency abbr,Name of service,Slug,2012-Q4 Vol.,2012-Q4 CPT (£),2012-Q4 Digital vol.,2012-Q4 Digital CPT (£),2012-Q4 Completion rate,2012-Q4 User satisfaction,2013-Q1 Vol.,2013-Q1 CPT (£),2013-Q1 Digital vol.,2013-Q1 Digital CPT (£),2013-Q1 Completion rate,2013-Q1 User satisfaction,2013-Q2 Vol.,2013-Q2 CPT (£),2013-Q2 Digital vol.,2013-Q2 Digital CPT (£),2013-Q2 Completion rate,2013-Q2 User satisfaction,2013-Q3 Vol.,2013-Q3 CPT (£),2013-Q3 Digital vol.,2013-Q3 Digital CPT (£),2013-Q3 Completion rate,2013-Q3 User satisfaction,2013-Q4 Vol.,2013-Q4 CPT (£),2013-Q4 Digital vol.,2013-Q4 Digital CPT (£),2013-Q4 Completion rate,2013-Q4 User satisfaction,2014-Q1 Vol.,2014-Q1 CPT (£),2014-Q1 Digital vol.,2014-Q1 Digital CPT (£),2014-Q1 Completion rate,2014-Q1 User satisfaction,2014-Q2 Vol.,2014-Q2 CPT (£),2014-Q2 Digital vol.,2014-Q2 Digital CPT (£),2014-Q2 Completion rate,2014-Q2 User satisfaction,2014-Q3 Vol.,2014-Q3 CPT (£),2014-Q3 Digital vol.,2014-Q3 Digital CPT (£),2014-Q3 Completion rate,2014-Q3 User satisfaction,2014-Q4 Vol.,2014-Q4 CPT (£),2014-Q4 Digital vol.,2014-Q4 Digital CPT (£),2014-Q4 Completion rate,2014-Q4 User satisfaction,2015-Q1 Vol.,2015-Q1 CPT (£),2015-Q1 Digital vol.,2015-Q1 Digital CPT (£),2015-Q2 Vol.,2015-Q2 CPT (£),2015-Q2 Digital vol.,2015-Q2 Digital CPT (£),2015-Q3 Vol.,2015-Q3 CPT (£),2015-Q3 Digital vol.,2015-Q3 Digital CPT (£),2015-Q4 Vol.,2015-Q4 CPT (£),2015-Q4 Digital vol.,2015-Q4 Digital CPT (£),2016-Q1 Vol.,2016-Q1 CPT (£),2016-Q1 Digital vol.,2016-Q1 Digital CPT (£),2016-Q2 Vol.,2016-Q2 CPT (£),2016-Q2 Digital vol.,2016-Q2 Digital CPT (£),2016-Q3 Vol.,2016-Q3 CPT (£),2016-Q3 Digital vol.,2016-Q3 Digital CPT (£),2016-Q4 Vol.,2016-Q4 CPT (£),2016-Q4 Digital vol.,2016-Q4 Digital CPT (£),2017-Q1 Vol.,2017-Q1 CPT (£),2017-Q1 Digital vol.,2017-Q1 Digital CPT (£),2017-Q2 Vol.,2017-Q2 CPT (£),2017-Q2 Digital vol.,2017-Q2 Digital CPT (£),Category,URL,Service link text,Description of service,Notes on costs,Other notes,Customer type,Business model,"Previous dept 
 (MOG, Jun 2016)","Dept providing data 
(MOG , Jun 2016)",previous agency,Keywords,Notes [for GDS only],Hi-vol,Latest volumes,Latest digital take-up,Latest digital totals,,,,,FOI URL,Also check PP dashboard for more detailed channel breakdwon,Type of transaction,Type notes,"Total transactions
Jul - Sep 2012","Total transactions
Oct - Dec 2012","Total transactions
Jan - Mar 2013","Total transactions
Apr - Jun 2013","Total transactions
Jul - Sep 2013","Total transactions
Oct - Dec 2013","Total transactions
Jan - Mar 2014","Total transactions
Apr - Jun 2014","Total transactions
Jul - Sep 2014","Total transactions
Oct - Dec 2014","Total transactions
Jan - Mar 2015","Total transactions
Apr - Jun 2015","Total transactions
Jul - Sep 2015","Total transactions
Oct - Dec 2015","Total transactions
Jan - Mar 2016","Total transactions
Apr - Jun 2016","Total transactions
Jul - Sep 2016","Total transactions
Oct - Dec 2016","Total transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,"Digital transactions
Jul - Sep 2012","Digital transactions
Oct - Dec 2012","Digital transactions
Jan - Mar 2013","Digital transactions
Apr - Jun 2013","Digital transactions
Jul - Sep 2013","Digital transactions
Oct - Dec 2013","Digital transactions
Jan - Mar 2014","Digital transactions
Apr - Jun 2014","Digital transactions
Jul - Sep 2014","Digital transactions
Oct - Dec 2014","Digital transactions
Jan - Mar 2015","Digital transactions
Apr - Jun 2015","Digital transactions
Jul - Sep 2015","Digital transactions
Oct - Dec 2015","Digital transactions
Jan - Mar 2016","Digital transactions
Apr - Jun 2016","Digital transactions
Jul - Sep 2016","Digital transactions
Oct - Dec 2016","Digital transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,Digital exceeds all (quarters),Digital exceeds all (years)
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Vehicle tax: checks by individuals,dft-check-your-own-vehicles-details,,,,,,,,,,,,,"28,655,088",1.77,,,,,"26,340,643",2.13,"25,472,280",,,,"23,685,565",2.35,"22,820,023",,,,"25,728,618",1.87,"24,831,733",,,,"26,959,487",1.47,"26,033,088",,,,"27,660,776",1.28,"26,752,747",,,,"30,677,496",1.15,"29,777,802",,,,"43,156,028",0.31,"42,331,564",,"82,079,443",0.25,"81,344,047",,"145,167,897",0.07,"144,503,469",,"197,159,184",0.08,"196,551,401",,"248,596,739",0.08,"247,998,253",,"308,891,536",0.09,"308,297,798",,"381,408,273",0.09,"380,922,950",,"459,029,830",0.03,"458,671,038",,"545,993,294",0.03,"545,758,378",,"649,376,858",0.03,"649,261,234",,Requesting information,https://www.gov.uk/check-vehicle-tax,Check if a vehicle is taxed,Data for requests for vehicle tax details.,,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,1,"308,891,536",,"196,551,401",,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","9,072,356","5,472,610","5,896,613","5,899,064","6,417,278","7,515,663","7,127,482","6,600,353","9,433,998","19,994,195","46,050,897","69,688,807","61,425,285","71,431,750","106,345,694","142,205,544","139,046,842","158,395,214","209,729,258","649,376,858","649,376,858",y,"8,846,801","5,267,759","5,685,916","5,671,804","6,194,544","7,279,469","6,887,271","6,391,463","9,219,599","19,833,231","45,899,754","69,550,885","61,267,531","71,280,083","106,199,299","142,176,037","139,015,619","158,367,423","209,702,155","649,261,234","649,261,234",y,ok,ok
DfT,Department for Transport,Maritime and Coastguard Agency,MCA,Applications for a compass adjuster's certificate of competency,dft-compass-adjusters-certificates-of-competency-applications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,262.00,,,,,,463.00,,,,,,463.00,,,,,,550.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requesting a licence or consent,,,Data for applications for a certificate of competency for a compass adjuster.,,,,,DfT,DfT,,,,,3,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
DfT,Department for Transport,Highways England,HA,Compensation for reduction in property value: part I claims,dft-compensation-claims-part-i,471,,,,,,"1,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requesting information,http://www.highways.gov.uk/our-road-network/land-property-and-compensation/part-1-claims/,,"Data for claims for com­pen­sa­tion under part I of the Land Com­pen­sa­tion Act 1973, from peo­ple who own and occupy prop­erty that has been reduced in value by phys­i­cal fac­tors caused by the use of a new or altered road.",,,Individuals,Taxpayers,DfT,DfT,,,"Isobel Lewis: This is an increase, as I've mentioned due in large part to the government's fiscal stimulus investment in road project work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Driver Certificate of Professional Competence (CPC): create or update records,dft-create-or-update-driver-certificate-of-professional-competence-cpc-records,,,,,,,,,,,,,"1,764,632",2.70,"1,533,208",,,,"982,070",2.86,"808,361",,,,"704,121",3.37,,,,,,3.09,,,,,"2,971",2.00,0,,,,"3,351",1.83,0,,,,"4,445",1.75,0,,,,"4,468",1.96,0,,"4,523",2.02,0,,"4,205",1.94,0,,"3,866",1.77,0,,"3,488",1.95,0,,"33,388",1.95,0,,"64,229",0.06,0,,,,0,,,,0,,,,0,,Providing information,,,Data for updates to Certificates of Professional Competence (CPC) details. ,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",,Individuals,Fees and charges,DfT,DfT,,,"Activities underpinning the records’ transaction service have changed, test passes are now considered a separate transaction service.  This change has led to a step change reduction in the volume recorded against the original transaction service.",,"33,388",,0,,,,,https://www.whatdotheyknow.com/new/dvla,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.",,,,403,340,"1,174","1,054",783,"1,434","1,197","1,109",465,"1,095",819,"31,009","31,306",,,,,-,-,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DfT,Department for Transport,Highways England,HA,Dart Charge: Dartford Crossing payments,dft-dart-charge-dartford-crossing-payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,225,014",0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,Making a payment,https://www.gov.uk/pay-dartford-crossing-charge,,Data for payments to use the Dartford Crossing,"Includes fixed (subject to inflation) maintenance charges, Highways England staff salaries/training/expenses and transactional charges paid to service provider (inclusive of VAT). Also includes costs paid to TEC, TPT & DVLA. Does not include setup costs or contractual changes. ",A transaction is defined as a crossing during charging hours. Crossings can be counted at a later date if they progress out of image review to a recognised crossing. This occurs in a handful of cases and should not change crossing figures by any more than 0.001%.,,,DfT,DfT,,,,1,"38,225,014",,,,,,,,,,,,,,,,,,,,"3,452,979","10,443,244","11,754,550","12,574,241",,,,,,,,-,-,,,,,,,,,,,,,,,,,,,,,-,-,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Driving instructors: change of details,dft-driving-instructor-change-of-details,"50,000",,,,,,"54,275",,"15,167",,,,"53,376",,"15,315",,,,"52,558",,"14,905",,,,"52,450",,"15,317",,,,"50,783",,"14,505",,,,"48,579",,"13,560",,,,"46,083",,"13,460",,,,"43,671",,"12,402",,,,"43,682",,"11,774",,"46,127",,"11,968",,"46,566",,"11,840",,"47,709",,"11,798",,"47,284",,"11,737",,"44,816",,"11,517",,"43,646",,"11,171",,"42,145",,"11,395",,"40,555",,"11,436",,"40,224",,"11,542",,Amending/deleting information,https://www.gov.uk/update-approved-driving-instructor-registration,,Data for updates to approved driving instructor (ADI) registrations.,,,Business,Fees and charges,DfT,DfT,,,formerly DSA,,"44,816",,"11,798",,,,,,,,,"12,828","12,790","13,521","13,419","12,720","11,123","11,317","10,923","10,308","11,134","13,762","11,362","11,451","10,709","11,294","10,192","9,950","9,119","10,963","40,224","40,224",y,"3,606","4,154","3,989","3,156","4,018","3,342","3,044","3,056","2,960","2,714","3,238","2,928","2,918","2,653","3,018","2,582","3,142","2,694","3,124","11,542","11,542",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Driving instructors: applications,dft-driving-instructor-first-applications,"16,000",,,,,,"12,080",,"6,607",,,,"11,508",,"7,316",,,,"10,235",,"6,967",,,,"9,425",,"6,743",,,,"8,409",,"6,126",,,,"7,226",,"5,202",,,,"7,331",,"4,678",,,,"7,011",,"3,413",,,,"6,825",,"3,419",,"6,632",,"4,699",,"6,463",,"5,344",,"6,805",,"5,604",,"6,986",,"5,706",,"6,783",,"5,442",,"6,766",,"5,483",,"6,789",,"5,490",,"6,927",,"5,658",,"7,432",,"6,165",,Requesting a licence or consent,https://www.gov.uk/apply-to-become-a-driving-instructor,Apply to become a driving instructor,Data for applications to start qualifying as an approved driving instructor (ADI).,,,Business,Fees and charges,DfT,DfT,,,formerly DSA,,"6,783",,"5,604",,,,,,,,,"2,554","2,682","3,172","1,827","1,744","1,666","1,989","1,932","1,424","1,480","1,796","1,763","1,766","1,661","1,593","1,746","1,789","1,799","2,098","7,432","7,432",y,"1,551","1,837","2,280","1,299","1,327","1,220","1,356",775,"1,193","1,226","1,505","1,420","1,453","1,328","1,241","1,461","1,460","1,496","1,748","6,165","6,165",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Driving instructors: registrations,dft-driving-instructor-registrations,"5,000",,,,,,"4,094",,260,,,,"3,365",,293,,,,"3,139",,331,,,,"2,864",,364,,,,"2,929",,378,,,,"3,219",,426,,,,"3,029",,456,,,,"2,879",,493,,,,"2,882",,531,,"2,861",,583,,"2,796",,620,,"2,833",,679,,"2,821",,721,,"2,885",,738,,"3,063",,799,,"3,135",,844,,"3,174",,915,,"3,322",,"1,000",,Registering,https://www.gov.uk/manage-approved-driving-instructor-registration,,Data for registrations as a driving instructor with the Driver and Vehicle Standard Agency.,,,Business,Fees and charges,DfT,DfT,,,formerly DSA,,"2,885",,679,,,,,,,,,"1,132",641,415,951,857,706,705,761,707,709,684,696,744,697,748,874,816,736,896,"3,322","3,322",y,66,78,81,106,99,92,129,136,136,130,181,173,195,172,198,234,240,243,283,"1,000","1,000",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Driving instructors: renewals and re-registrations,dft-driving-instructor-renewals-re-registrations,"9,000",,,,,,"9,308",,"4,667",,,,"9,144",,"5,161",,,,"9,379",,"5,677",,,,"9,320",,"6,293",,,,"9,294",,"6,892",,,,"9,307",,"7,349",,,,"9,451",,"7,903",,,,"9,459",,"8,055",,,,"9,348",,"7,994",,"9,433",,"8,110",,"9,431",,"8,217",,"9,457",,"8,272",,"9,350",,"8,210",,"9,384",,"8,228",,"9,063",,"7,849",,"9,068",,"7,774",,"9,113",,"7,804",,"8,877",,"7,653",,Amending/deleting information,https://www.gov.uk/renew-approved-driving-instructor-adi-registration,,Data for renewals or re-registrations for approved driving instructors (ADIs). ,,,Business,Fees and charges,DfT,DfT,,,formerly DSA,,"9,384",,"8,272",,,,,,,,,"2,400","2,359","2,316","2,304","2,341","2,333","2,329","2,448","2,349","2,222","2,414","2,446","2,375","2,115","2,448","2,125","2,380","2,160","2,212","8,877","8,877",y,"1,264","1,358","1,518","1,537","1,880","1,957","1,975","2,091","2,032","1,896","2,091","2,198","2,087","1,834","2,109","1,819","2,012","1,864","1,958","7,653","7,653",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Exchange non-GB licence for GB licence,dft-exchange-non-gb-driving-licence-for-gb-licence,"77,490",,0,,,,,,,,,,"95,485",4.31,0,,,,"96,314",4.94,,,,,"100,421",6.57,,,,,"105,770",15.97,,,,,"110,723",14.79,0,,,,"112,631",17.36,0,,,,"117,987",16.45,0,,,,"122,109",16.64,0,,"129,035",14.79,0,,"138,504",17.28,0,,"150,495",16.55,0,,"161,531",14.97,0,,"168,645",13.02,0,,"178,490",13.02,0,,"181,498",13.69,0,,"180,304",13.69,0,,"186,624",13.69,0,,Requesting a licence or consent,https://www.gov.uk/exchange-a-foreign-driving-licence,Exchange a foreign driving licence,Data for exchanges of a non-GB driving licence for a GB licence.,,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,,"168,645",,0,,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","21,242","23,493","24,004","27,575","25,349","28,842","28,957","29,483","30,705","32,964","35,883","38,952","42,696","44,000","42,997","48,797","45,704","42,806","49,317","186,624","186,624",y,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Paper driving licences exchanged for photocard licences,dft-exchange-paper-driving-licence-for-a-photocard-licence,,,,,,,,,,,,,"47,400",3.24,"47,400",,,,"87,399",3.78,"52,292",,,,"123,825",5.20,"49,983",,,,"157,853",5.54,"49,193",,,,"194,921",8.85,"46,448",,,,"197,288",9.85,"46,291",,,,"194,949",8.81,"44,477",,,,"194,198",8.69,"44,011",,"183,120",8.21,"40,451",,"188,120",8.40,"47,580",,"182,721",8.10,"50,882",,"171,212",8.12,"51,656",,"164,294",7.30,"54,140",,"147,241",7.30,"46,891",,"138,579",7.02,"44,480",,"137,253",7.02,"43,868",,"139,104",7.02,"43,257",,Requesting a licence or consent,https://www.gov.uk/exchange-paper-driving-licence,Exchange your paper driving licence for a photocard licence,Data for exchanges of a paper driving licence for a photocard.,,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,,"164,294",,"50,882",,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","14,178","8,040","16,589","48,592","50,604","42,068","53,657","50,959","48,265","41,317","42,579","55,959","42,866","29,808","35,661","38,906","34,204","28,482","37,512","139,104","139,104",y,"14,178","8,040","16,589","13,485","11,869","7,250","13,844","13,328","10,055","6,784","10,284","20,457","13,357","7,558","12,768","13,208","10,946","6,946","12,157","43,257","43,257",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Export a vehicle,dft-export-a-vehicle,,,,,,,,,,,,,"21,499",1.75,0,,,,"19,066",2.11,0,,,,"18,438",2.30,,,,,"18,624",12.64,,,,,"18,178",11.14,0,,,,"66,130",2.56,0,,,,"139,900",2.41,0,,,,"207,895",2.48,0,,"270,881",2.51,0,,"309,884",1.63,0,,"317,039",1.60,0,,"314,871",1.66,0,,"319,954",2.16,0,,"305,920",2.16,0,,"313,385",2.13,0,,"340,906",2.13,0,,"385,211",2.13,0,,Providing information,https://www.gov.uk/taking-vehicles-out-of-uk,Taking a vehicle out of the UK,Data for exports of vehicles to another country.,,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,,"319,954",,0,,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","4,832","4,518","4,846","4,870","4,204","4,704","4,400","52,822","77,974","72,699","67,386","91,825","85,129","70,531","72,469","77,791","92,594","98,052","116,774","385,211","385,211",y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
DfT,Department for Transport,Highways England,HA,Electronic Service Delivery for Abnormal Loads (ESDAL): notifications,dft-notifications-sent-via-electronic-service-delivery-for-abnormal-loads-esdal,,,,,,,,,,,,,,,,,,,,,,,,,"957,161",,"957,161",,,,"1,021,206",0.87,"1,021,206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Providing information,http://www.highways.gov.uk/specialist-information/abnormal-loads/,,Data for notifications from hauliers transporting abnormal loads on roads in England using the Electronic Service Delivery for Abnormal Loads (ESDAL).,,,,,DfT,DfT,,,"Figures were 516,372; 782,735; 898,060 (2012Q4-2103Q2) based on a misunderstanding of transaction; originally included notifications from HA to police etc, not notifications of abnormal loads",,,,"1,021,206",,,,,https://www.whatdotheyknow.com/new/highways_agency,,,,,"204,546","227,827","248,748","276,040","268,591",,,,,,,,,,,,,,,-,-,,"204,546","227,827","248,748","276,040","268,591",,,,,,,,,,,,,,,-,-,ok,ok
DfT,Department for Transport,Driver and Vehicle Standards Agency,DVSA,Driver Certificate of Professional Competence (CPC): training records,dft-record-driver-certificate-of-professional-competence-cpc-training,"85,000",,,,,,"215,432",,"213,926",,,,"231,366",,"231,125",,,,"281,296",,"280,942",,,,"335,402",,"334,869",,,,"357,082",,"356,518",,,,"415,357",,"414,564",,,,"486,131",,"485,027",,,,"642,038",,"639,983",,,,"616,400",,"614,066",,"516,998",,"514,793",,"396,256",,"394,378",,"183,826",,"182,960",,"166,320",,"165,772",,"162,647",,"162,172",,"163,277",,"161,113",,"161,947",,"159,732",,"160,608",,"158,339",,"160,200",,"157,956",,Providing information,https://www.gov.uk/record-driver-cpc-training-you-deliver,Record Driver CPC training you provide,Data for successful completions of a Driver Certificate of Professional Competence (CPC) periodic training course. ,,,Business,Fees and charges,DfT,DfT,,,formerly DSA. Martin Richardson (DSA): The jump in CPC volumes will be because we are approaching the Sept 2013 deadline for existing bus drivers to have completed their first 5 year cycle of periodic training under this scheme.,,"162,647",,"182,960",,,,,,,,,"39,568","60,366","89,172","92,190","93,674","82,046","147,447","162,964","249,581","56,408","48,045","42,222","37,151","38,902","44,372","42,852","35,821","37,563","43,964","160,200","160,200",y,"39,550","60,274","89,074","92,044","93,477","81,923","147,120","162,507","248,433","56,006","47,847","42,092","37,015","38,818","44,247","41,033","35,634","37,425","43,864","157,956","157,956",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,"Registrations of new, imported and rebuilt vehicles",dft-register-a-vehicle,"2,381,218",,"2,111,000",,,,,,,,,,"2,516,362",2.42,"2,346,644",,,,"2,569,282",2.86,"2,321,735",,,,"2,653,409",3.71,"2,412,354",,,,"2,720,303",2.85,"2,495,543",,,,"2,932,720",2.72,"2,614,335",,,,"2,984,564",2.20,"2,686,996",,,,"3,044,077",2.10,"2,759,690",,,,"3,114,125",2.35,"2,829,881",,"3,100,596",2.96,"2,924,429",,"3,182,901",2.64,"3,005,254",,"3,257,109",2.66,"3,084,730",,"3,290,944",2.82,"3,123,571",,"3,332,539",2.96,"3,169,523",,"3,351,550",2.96,"3,190,748",,"3,365,711",2.55,"3,206,328",,"3,370,890",2.55,"3,213,317",,"3,410,756",2.55,"3,254,524",,Requesting a licence or consent,https://www.gov.uk/vehicle-registration,Vehicle registration,"Data for registrations of vehicles that have just been bought, built, rebuilt or imported.",,"The volume and cost data presented here is subject to change as the method of calculation is refined. Until it has been through a formal assurance process, care should be taken in using the data to support analysis of DVLA business.",Individuals,Fees and charges,DfT,DfT,,,,1,"3,332,539",,"3,084,730",,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","679,761","519,388","697,464","672,669","763,888","586,282","909,881","724,513","823,401","656,330","896,352","806,818","897,609","690,165","937,947","825,829","911,770","695,344","977,813","3,410,756","3,410,756",y,"610,932","461,469","641,425","607,909","701,551","544,658","760,217","680,570","774,245","614,849","854,765","761,395","853,721","653,690","900,717","782,620","869,301","660,679","941,924","3,254,524","3,254,524",y,ok,ok
DfT,Department for Transport,Driver and Vehicle Licensing Agency,DVLA,Fleet licence registrations and amendments,dft-register-or-amend-fleet-vehicle-details,,,,,,,,,,,,,"102,198",2.79,0,,,,"159,271",3.29,,,,,"230,280",4.27,,,,,"250,634",5.25,,,,,"255,179",4.34,0,,,,"167,383",,0,,,,"71,717",,0,,,,"26,784",,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.00,0,,,,0,,,,0,,,,0,,Providing information,,,Data for registrations and amendments to vehicle registration certificate details for fleet vehicles.,,"From April 2014, volumes for this service have been integrated with 'Vehicle registration certificates: changes'. ",Business,Fees and charges,DfT,DfT,,,,,0,,0,,,,,,,1. transactions received,"The volumes that we record are when a transaction has occurred, so either when a form has been received that is correct and can be input to the system, or when a transaction occurs automatically.   The vehicle tax refunds occur automatically when a car is sold, for example.  We do not record rejects (documents that have been received but are incomplete, unsigned, etc. And must be returned to the customer) as part of our volumes collation process.","24,657","24,579","22,239","87,796","95,666","44,933","26,784",0,0,0,0,0,0,0,0,0,,,,,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
